product_name,product_img_url,product_url,product_price_min,product_short_description
"Stainless Steel Hair Tie Bracelet - Classic Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku_rosegold_classic_bittersweet_1_3_2.jpeg,https://www.thegrommet.com/products/bittersweet-stainless-steel-hair-tie-bracelet-classic-design,45,"bittersweet: Stainless Steel Hair Tie Bracelet - Classic Design - Silver - Large"
"Stainless Steel Hair Tie Bracelet - Flower Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/_/1_2.jpeg,https://www.thegrommet.com/products/bittersweet-hair-tie-bracelet,45,"Carry a hair elastic on your wrist in a way that’s elegant AND keeps your wrist indent-free. BitterSweet bracelets are made of stainless steel with a shiny metallic finish, and they cleverly hold—and disguise—hair elastics. Slip the bracelet on, then slip your elastic over, and secure it in the groove. You’ll be ready to toss your hair back at a moment’s notice, but with a simple design that will blend into or enhance just about any outfit."
"Birth Month Flower Necklace + 4 Pendants",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/5/154603207_740126783365982_4586524194784880606_n_1_1_1.jpg,https://www.thegrommet.com/products/birth-month-flower-necklace-4,44.95,"Vintage Stamp Jewels: Birth Month Flower Necklace + 4 Pendants - Silver"
"Pewter Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-S-102_BST.jpg,https://www.thegrommet.com/products/chart-metalworks-customizable-nautical-chart-and-map-jewelry-pewter,45,"Customizable nautical chart and map jewelry handcrafted in Portland, Maine."
"Molecule Pendant Necklace - Oxytocin",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3032-S-104_BST.jpg,https://www.thegrommet.com/products/sorcery-science-molecule-pendant-necklace-oxytocin,45.95,"A handcrafted science necklace is a striking way to make a subtle statement. Molecules star in these chemistry-inspired pieces created by a science teacher. Each bears a scientifically accurate—and lovely-looking—compound in stainless steel. It’s a slyly personal piece with meaning explained in an included card. Give one as a dose of something needed or to showcase a love of all things science. Made in the USA."
"Molecule Science Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3032-s-103_bst.jpeg,https://www.thegrommet.com/products/sorcery-science-molecule-pendant-necklace,45.95,"A handcrafted science necklace is a striking way to make a subtle statement. Molecules star in these chemistry-inspired pieces created by a science teacher. Each bears a scientifically accurate—and lovely-looking—compound in stainless steel. It’s a slyly personal piece with meaning explained in an included card. Give one as a dose of something needed or to showcase a love of all things science. Made in the USA."
"Family Tree Necklace + 8 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_8_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-8-crystal-birthstones,47,"Vintage Stamp Jewels: Family Tree Necklace Silver Chain with 8 Crystal Birthstones"
"Layered Tassel Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_burgundy_gray_fairecollection_1.jpg,https://www.thegrommet.com/products/faire-collection-layered-tassel-necklace,48,"These Jazz Age-inspired necklaces are crafted by artisans in Ecuador in return for a living wage. Two hand dyed, richly colored leather tassels at different lengths make for a layered look, while an Açaí seed adds visual interest."
"Circles Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/7/1/710-con-103_bst_u.jpg,https://www.thegrommet.com/products/melissa-borrell-design-circles-earrings,48,"Hand-drawn, laser-cut jewelry pendants that come attached to the metal plate from which they were cut. Available in 18K Gold-Plated, Stainless Steel, and Powder-Coated Stainless Steel."
"Starburst Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku-starburstearringssilvercover_1.jpg,https://www.thegrommet.com/products/melissa-borrell-design-starburst-earrings,48,"Hand-drawn, laser-cut jewelry pendants that come still attached to the metal plate from which they were cut. Available in 18K Gold Plated, Stainless Steel, and Powder Coated Stainless."
"The Trifecta Convertible Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3077-a_bst.jpg,https://www.thegrommet.com/products/days-of-august-the-trifecta-convertible-earrings,48.41,"Three ways to wear one modern-looking pair. These convertible earrings let you easily mix up your look by mixing up the pieces. Wear them as simple studs, ear jackets, or layer the pieces. Handcrafted with reclaimed stainless steel in Australia."
"Intention Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3161-CON-100_3.jpg,https://www.thegrommet.com/products/wishbeads-intention-bracelet,48,"Wishbeads: Intention Bracelet - Carnelian (Creativity & Passion)"
"Multiple Charm Birthstone Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/6/2646-bnd-100_bst_1.jpg,https://www.thegrommet.com/products/float-jewelry-crystal-birthstone-bracelet,48,"Float Jewelry: Crystal Birthstone Bracelet - 6 Charms"
"Choose Your Moon Phase Bangle",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/1/2140-CON-200_BST.jpg,https://www.thegrommet.com/products/moonglow-choose-your-moon-phase-bangle,48,"Moonglow: Choose Your Moon Phase Bangle - Solar Eclipse"
"Custom Date Moon Phase Necklace - Simple Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/1/2140-S-162_BST.jpg,https://www.thegrommet.com/products/moonglow-custom-date-moon-phase-necklace-simple-design,49,"A moon phase necklace captures the moon from any date and places it into an elegant necklace full of meaning. Choose a special date—like a birthday or anniversary—to keep special occasions and dates close to you."
"Custom Date Moon Phase Bangle",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/1/2140-S-163_BST.jpg,https://www.thegrommet.com/products/moonglow-custom-date-moon-phase-bangle,49,"This unique stainless steel bangle bracelet captures the moon from any date and places it into an elegant bangle full of meaning. You can select the moon phase for whatever date you like in the past, present, or future."
"Choose Your Moon Phase Necklace - Simple Design",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/1/2140-CON-300_BST.jpg,https://www.thegrommet.com/products/moonglow-choose-your-moon-phase-necklace-simple-design,49,"Moonglow: Choose Your Moon Phase Necklace - Simple Design - Third Quarter, 7D"
"Family Tree Necklace + 9 Birthstones",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_9_vintagestampjewels.jpg,https://www.thegrommet.com/products/vintage-stamp-jewels-family-tree-necklace-with-9-crystal-birthstones,50,"Vintage Stamp Jewels: Family Tree Necklace Gold Chain 9 Crystal Birthstones"
"Silver Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/9/4/941-CON-1000_BST.jpg,https://www.thegrommet.com/products/everyday-artifact-pendant-necklace-sterling-silver-chain,50,"Everyday Artifact: Pendant Necklace - Sterling Silver Chain - Hummingbird & Flower - 18""
"Mini Peas in the Pod Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/7/1777-CON-300_BST.jpg,https://www.thegrommet.com/products/the-vintage-pearlmini-peas-in-the-pod-necklace,50,"The Vintage Pearl: Mini Peas in the Pod Necklace - 3 Pearls"
"Anti-Droop Earring Lifts - Sterling Silver (One Pair)",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2243-con-100_bst_1.jpg,https://www.thegrommet.com/products/levears-anti-droop-earring-lifts-sterling-silver-one-pair,49.95,"These sterling silver earring lifts keep heavy studs and other sparklers upright and secure. They offer added support at the back of your ear and are a great solution for stretched out holes. Just swap out your standard post backs to prop up your favorite pair."
"Lock & Secure Earring Back",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/9/2947-CON-100_BST.jpg,https://www.thegrommet.com/products/chrysmela-lock-and-secure-earring-back,50,"Chrysmela: Lock & Secure Earring Back - Platinum"
"Lock & Secure Earring Back with Lift",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/9/2947-CON-200_BST.jpg,https://www.thegrommet.com/products/chrysmela-lock-and-secure-earring-back-with-lift,50,"Chrysmela: Lock & Secure Earring Back with Lift - Yellow Gold"
"Mindfulness Tone Necklace in Matte Black - Silver Chain",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku_blackmetal_lovetuner.jpg,https://www.thegrommet.com/products/lovetuner-black-mindfulness-tone-necklace-silver-chain,53.1,"Use this mindfulness tone necklace with your meditation practice or just to center yourself throughout the day. It holds a tiny flute which plays a single note at 528 Hz. Also called the “Love Frequency,” this tone is believed to help calm our minds and bodies. Wear it to center yourself in a peaceful space any time or simply as a reminder of the loving vibrations around us."
"Worry Doll Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3193-CON-100_BST.jpg,https://www.thegrommet.com/products/hechizo-worry-doll-necklace,54,"Wear happy thoughts everyday. This worry doll necklace is a modern take on the Guatemalan tradition of sharing fears with a doll and tucking it under your pillow at night. In this grown-up version, colorful mini dolls bring their feel-good energy to your daily routine. Handcrafted in partnership with women in Guatemala who hand-wrap the dolls, and who receive education and training through the sale of each one."
"Circuit Ring",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/sku_ringred_2.jpg,https://www.thegrommet.com/products/melissa-borrell-open-square-ring,55,"Lightweight pieces created using 3D printer by Selective Laser Sintering in nylon."
"Engraved Pewter Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-S-103_3.jpg,https://www.thegrommet.com/products/chart-metalworks-customizable-nautical-chart-and-map-jewelry-pewter-engraved,55,"Customizable nautical chart and map jewelry handcrafted in Portland, Maine."
"Expandable Pewter Bangle",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/1/4/1442-S-108_BST.jpg,https://www.thegrommet.com/products/expandable-pewter-bangle,55,"Customizable nautical chart and map jewelry handcrafted in Portland, Maine. Carry the memory of a special place at only an arm's length away."
"Dune Drops",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-CON-300_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-dune-drops,56,"A simple statement to showcase your travel memories big and small. Our Dune Drops are sterling silver, 5mm round stud earrings perfect for everyday or even for your second earring hole. Your choice of sand is inlaid in to a round, sterling silver bezel then layered to a slightly domed, gem-like finish. .925 sterling silver Round setting Post back, stud earring approximately 5mm round, small and dainty Handmade with Love & Sandy Hands in the USA Photo shown is handmade with sand & shell from Miami Beach, Florida"
"The Trifecta Convertible Earrings - Rays",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3077-con-100_bst_1_.jpg,https://www.thegrommet.com/products/days-of-august-the-trifecta-convertible-earrings-rays,56.95,"Three ways to wear one modern-looking pair. These convertible earrings let you easily mix up your look by mixing up the pieces. Wear them as simple studs, ear jackets, or layer the pieces. Handcrafted with reclaimed stainless steel in Australia."
"Mindfulness Tone Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_black_lovetuner_2.jpg,https://www.thegrommet.com/products/lovetuner-mindfulness-tone-necklace,59,"Lovetuner: Black Mindfulness Tone Necklace - Waxed Cotton"
"Silver Pendant Black Chain Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/9/4/941-CON-1100_BST.jpg,https://www.thegrommet.com/products/everyday-artifact-silver-pendant-black-chain-necklace,58.95,"Everyday Artifact: Silver Pendant Black Chain Necklace - Sister Friend - 20""
"Anti-Droop Earring Lifts - Gold-Plated Sterling Silver (One Pair)",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2243-S-104_BST.jpg,https://www.thegrommet.com/products/levears-anti-droop-earring-lifts-gold-plated-sterling-silver-one-pair,59.95,"These gold-plated sterling silver earring lifts keep heavy studs and other sparklers upright and secure. They offer added support at the back of your ear and are a great solution for stretched out holes. Just swap out your standard post backs to prop up your favorite pair."
"Silver Charm and Necklace Set",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/h/e/heromockupnewbrighter_1.jpg,https://www.thegrommet.com/products/lauren-wimmer-sterling-silver-charm-and-necklace-set,60,"Made in the USA. The sterling silver charms are monogrammed with lower case letters that are scribed, pierced, and sanded by hand. Each comes with a sterling silver necklace."
"Set of Droplet 5 Disc & Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/b/u/bundlesku-5.jpg,https://www.thegrommet.com/products/formfire-glassworks-lampworkjewelry-droplet-disc-5-set-earrings-and-disc-5-set-pick-your-own-color,64,"Colorful glass shapes (like liquid color) are handcrafted by Amy Holms in Orange County California. With a torch she transforms glass into molten liquid color to create modern, clean, lampwork pieces...earrings and necklaces."
"Eclectic Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/n/e/nechelle_necklace_3_1.jpg,https://www.thegrommet.com/products/rebel-nell-eclectic-pendant-necklace,65,"Rebel Nell: Eclectic Pendant Necklace - Gold Amy"
"Fragrance Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/5/2532-CON-100_3.jpg,https://www.thegrommet.com/products/lisa-hoffman-fragrance-necklace-with-scent-beads-sampler,64.95,"Lisa Hoffman: Fragrance Necklace - Goldtone"
"Accessory Rings for Apple Watch",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/5/2582-CON-200_BST.jpg,https://www.thegrommet.com/products/bytten-stacked-accessory-rings-for-apple-watch,64.95,"Bytten: Stacked Accessory Rings for Apple Watch Sport Band - Rose Twist"
"3 Disc Necklace & Earrings Set",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/b/u/bundlesku-3.jpg,https://www.thegrommet.com/products/formfire-glassworks-lampworkjewelry-interlaced-droplet-disc-3-set-earrings-and-disc-3-set-pick-your-own-color,66,"Colorful glass shapes (like liquid color) are handcrafted by Amy Holms in Orange County California. With a torch she transforms glass into molten liquid color to create modern, clean, lampwork pieces. 3 Droplet Set"
"Circuit Pendant Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/h/e/herofinalclean_1.jpg,https://www.thegrommet.com/products/melissa-borrell-square-pendant-necklace,66,"Lightweight pieces created using 3D printer by Selective Laser Sintering in nylon."
"Sand Jewel Stud Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-S-134_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-sand-jewel-stud-earrings,68,"Carry sand from a special beach in a one-of-a-kind accessory—hand-sanded and trimmed with sterling silver for a domed, gem-like finish. Choose from a collection of sand from over 1, 500 beaches worldwide or send your own grains from a beach, golf course, ballpark, or trail."
"Rope Inlet Cuff",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-CON-800_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-rope-inlet-cuff,68,"Dune Jewelry: Rope Inlet Cuff - Yellow Gold"
"Vesper Vibrator Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/0/3020-CON-100_BST.jpg,https://www.thegrommet.com/products/crave-vesper-vibrator-necklace,69,"Crave: Vesper Vibrator Necklace - Gold"
"Hammered Spinner Ring",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/3/2386-CON-100_BST.jpg,https://www.thegrommet.com/products/magpie-creative-hammered-spinner-ring,70,"Magpie Creative: Hammered Spinner Ring - 13 - Brass, Copper, Silver"
"Sea Glass Drop Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3134-con_100_bst.jpg,https://www.thegrommet.com/products/prism-sea-glass-drop-earrings,72,"Standout sea glass earrings shine in rich jewel tones you won’t typically find on the beach. A handcrafted coloring process makes white sea glass give the impression of deeply saturated color and results in an eye-catching accessory. Handcrafted in South Carolina with sterling silver and sea glass sourced from Puerto Rico."
"Sandrop Earrings",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/D/u/DuneJewelry-23-20210923131443-sandrop-earrings-small-aloha-beach-hawaiicopy1.jpg,https://www.thegrommet.com/products/dune-jewelry-island-collection-earrings-ice-1,76,"Capture and carry your favorite beach with these custom sand earrings. Grains are hand-sanded and trimmed with silver for a modern matte finish. Send them a capsule of your own sand or choose from their collection of over 1, 500 beaches worldwide."
"Flowered Vine Fortune Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-400_BST.jpg,https://www.thegrommet.com/products/fortune-frame-flowered-vine-fortune-locket,78,"Fortune & Frame: Flowered Vine Fortune Locket - 14K Gold-Plated Brass"
"Honeycomb Fortune Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-500_BST.jpg,https://www.thegrommet.com/products/fortune-frame-honeycomb-fortune-locket,78,"Slip some words of wisdom into this intricately patterned fortune locket. The brass and gold-dipped honeycomb design frames your note beautifully—where you and others can enjoy it. Place your own fortune inside or wear the one we’ve hand-selected; the clasp makes it easy to swap out. The sentiment behind them is reminiscent of the classic, heirloom-y locket you might inherit and slip an old photo into—except these necklaces encourage you to look into the future as much as the past."
"Envelope Fortune Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-800_BST.jpg,https://www.thegrommet.com/products/fortune-frame-envelope-fortune-locket,78,"Slip some words of wisdom into this slim envelope fortune locket. The rose gold design frames your note beautifully—where you and others can enjoy it. Place your own fortune inside or wear the one we’ve hand-selected; the clasp makes it easy to swap out. The sentiment behind them is reminiscent of the classic, heirloom-y locket you might inherit and slip an old photo into—except these necklaces encourage you to look into the future as much as the past."
"Amelia Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-400_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-amelia-monocle-necklace,78,"Moderne Monocle: Amelia Monocle Necklace - Silver"
"Dakota Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-700_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-dakota-monocle-necklace,78,"Moderne Monocle: Dakota Monocle Necklace - Gold"
"Hudson Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-900_2.jpg,https://www.thegrommet.com/products/moderne-monocle-hudson-monocle-necklace,78,"Seeing is believing with this monocle necklace. It looks like a shiny, sparkly accessory—and it is—but it’s also a stealthy alternative to reading glasses. Fashion meets function with the beautiful piece that helps with reading menus, price tags and more—no glasses needed."
"Sand Jewel Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-CON-700_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-sand-jewel-necklace,80,"Capture and carry your favorite beach in a custom sand necklace. Dune’s handcrafted sand jewelry encases grains from a special beach, golf course, ballpark, or trail to create a one-of-a-kind accessory. Send them a capsule of your own sand or choose from their collection of over 1, 500 beaches worldwide."
"Fingerprint Pendant Necklace Kit",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_fingerprint_preciousmetalprints.jpg,https://www.thegrommet.com/products/precious-metal-prints-fingerprint-pendant-necklace-kit,79.95,"Precious Metal Prints: Fingerprint Pendant Necklace Kit - Silver"
"Pet Nose Pendant Necklace Kit",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/s/k/skucover_dognose_preciousmetalprints.jpg,https://www.thegrommet.com/products/precious-metal-prints-pet-nose-pendant-necklace-kit,79.95,"Precious Metal Prints: Pet Nose Pendant Necklace Kit - Silver"
"Harlow Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-200_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-harlow-monocle-necklace,85,"Moderne Monocle: Harlow Monocle Necklace - Rose Gold"
"The Shift Mindful Breath Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/2/3261-CON-100_BST.jpg,https://www.thegrommet.com/products/komuso-design-the-shift-mindful-breath-necklace-1,85,"Komusō Design: The Shift Mindful Breath Necklace - Gold"
"Anza Acai Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/5/3559-CON-100_BST_1.jpg,https://www.thegrommet.com/products/artyfactos-anza-acai-necklace,85,"Artyfactos: Anza Acai Seed Necklace - Natural"
"Handmade Acai Berry Seed Bead Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/5/3559-S-126_BST.jpg,https://www.thegrommet.com/products/artyfactos-handmade-acai-berry-seed-bead-necklace,85,"An acai berry seed bead necklace makes a bright, beautiful, and socially-conscious statement. They are handcrafted in Colombia by women artisans and each is made with the mission of providing those women with employment and economic opportunities."
"Fortune Pendant with Engraved Quote",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-700_BST.jpg,https://www.thegrommet.com/products/fortune-frame-fortune-pendant-with-engraved-quote,88,"Engrave one of these thoughtful messages on this fortune pendant. The sentiment behind them is reminiscent of the classic, heirloom-y locket you might inherit and slip an old photo into—except these necklaces encourage you to look into the future as much as the past."
"Emmeline Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-600_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-emmeline-monocle-necklace,89,"Seeing is believing with this monocle necklace. It looks like a shiny, sparkly accessory—and it is—but it’s also a stealthy way to see better. Hold the crystal-encrusted, diamond-shaped pendant up to your eye and move what you want to read closer until it comes into focus. It’s a perfectly convenient piece that helps out with reading menus, price tags and more—no glasses needed."
"Jeziree Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-100_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-jeziree-monocle-necklace,89,"Moderne Monocle: Jeziree Monocle Necklace - Gold"
"Marina Bracelet",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-CON-400_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-marina-bracelet,90,"Capture and carry your favorite beach in a custom sand bracelet. Dune Jewelry’s handcrafted sand jewelry encases grains from a special beach, golf course, ballpark, or trail to create a one-of-a-kind accessory. Send them a capsule of your own sand or choose from their collection of over 1, 500 beaches worldwide."
"Luna Monocle Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/1/3164-CON-500_BST.jpg,https://www.thegrommet.com/products/moderne-monocle-luna-monocle-necklace,95,"Moderne Monocle: Luna Monocle Necklace - Gold"
"Stainless Steel Hair Tie Bracelet Trio",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/_/3_1_2.jpg,https://www.thegrommet.com/products/bittersweet-stainless-steel-hair-tie-bracelet-trio,120,"bittersweet: Stainless Steel Hair Tie Bracelet Trio - Classic Design - Small"
"Sterling Silver Self Defense Ring",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/3/4/3474-CON-200_BST.jpg,https://www.thegrommet.com/products/knockout-sterling-silver-self-defense,150,"Knockout: Sterling Silver Self Defense Ring - V - Size 7"
"Quilted Jewelry Portfolio",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/6/2669-con-100_bst.jpg,https://www.thegrommet.com/products/wolf-1834-quilted-jewelry-portfolio,149,"WOLF 1834: Quilted Jewelry Portfolio - Red"
"Sterling Silver Custom Map Pendant",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/7/2787-BND-100_BST.jpg,https://www.thegrommet.com/products/a-jaffe-sterling-silver-custom-map-pendant-bundle,125,"A. JAFFE: Sterling Silver Custom Map Pendant - Dog Tag"
"Medium Quilted Jewelry Case",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/6/2669-CON-300_BST.jpg,https://www.thegrommet.com/products/wolf-1834-medium-quilted-jewelry-case,325,"WOLF 1834: Medium Quilted Jewelry Case - Red"
"Large Quilted Jewelry Case",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/6/2669-CON-400_BST.jpg,https://www.thegrommet.com/products/wolf-1834-large-quilted-jewelry-case,449,"WOLF 1834: Large Quilted Jewelry Case - Rose"
"Wave Necklace",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/8/0/802-S-128_BST.jpg,https://www.thegrommet.com/products/dune-jewelry-wave-necklace,140,"Capture and carry your favorite beach in a custom sand necklace. Dune’s handcrafted sand jewelry encases grains from a special beach, golf course, ballpark, or trail to create a one-of-a-kind accessory. Send them a capsule of your own sand or choose from their collection of over 1, 500 beaches worldwide."
"Fortune Cookie Locket - Medium",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-600_BST.jpg,https://www.thegrommet.com/products/fortune-frame-fortune-cookie-locket,128,"Fortune & Frame: Fortune Cookie Locket - Sterling Silver"
"Heart & Arrow Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-900_BST.jpg,https://www.thegrommet.com/products/fortune-frame-heart-arrow-locket,128,"Fortune & Frame: Heart & Arrow Locket - 14K Gold-Dipped Silver"
"Capsule & Wand Locket",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/2/2/2287-CON-1000_BST.jpg,https://www.thegrommet.com/products/fortune-frame-capsule-wand-locket,128,"Fortune & Frame: Capsule & Wand Locket - 14K Gold-Dipped Silver"
"7 Disc Necklace & Earrings Set",https://cdn.thegrommet.com/media/catalog/resized/product/fill_w-762_h-572_bg-%23ffffff/b/u/bundlesku-7.jpg,https://www.thegrommet.com/products/formfire-glassworks-lampworkjewelry-interlaced-droplet-disc-7-set-earrings-and-disc-7-set-pick-your-own-color,185,"Colorful glass shapes (like liquid color) are handcrafted by Amy Holms in Orange County California. With a torch she transforms glass into molten liquid color to create modern, clean, lampwork pieces...earrings and necklaces."
